0.067856, -0.033955, 0.054687, -0.024319, 0.022759, -0.068548, 0.004039, -0.030268, -0.018081, 0.036604, -0.018203, -0.042933, 0.039484, -0.005985, -0.042067, 0.050114, -0.001718, -0.070323, 0.068345, 0.041606, 0.026839, 0.071302, 0.080912, -0.040365, 0.006309, 0.023189, 0.027641, 0.017051, -0.037681, 0.075725,
0.054132, -0.040892, 0.022997, -0.010594, -0.036226, 0.005630, -0.070782, -0.067657, 0.008066, -0.063428, 0.001848, 0.026378, -0.029016, -0.072439, -0.044314, 0.063610, 0.024299, 0.002166, 0.068083, -0.007872, -0.045960, -0.046184, 0.060590, -0.024707, 0.029333, 0.058732, -0.036915, 0.068429, 0.005066, -0.040925,
-0.079436, 0.037803, 0.068712, 0.071869, 0.074934, 0.064613, -0.076951, -0.022397, 0.011934, 0.038067, -0.005041, -0.071484, -0.068220, -0.081749, 0.074876, -0.065303, -0.065927, 0.064162, 0.054142, -0.078950, 0.023075, 0.052369, -0.077472, 0.008582, 0.032905, 0.056144, -0.049453, 0.015147, 0.030687, -0.049383,
0.039528, 0.023507, -0.075476, -0.071448, 0.007328, 0.045762, 0.019584, 0.015421, -0.040307, 0.012022, -0.012279, -0.056430, 0.003407, 0.083670, -0.078972, -0.073336, 0.062249, 0.072718, -0.077169, -0.068825, 0.017218, 0.026047, -0.049117, -0.040503, 0.057949, -0.015069, 0.034760, -0.068812, 0.015399, 0.070075,
0.030684, 0.038936, 0.013149, 0.075401, 0.036216, 0.020988, -0.064846, -0.051722, 0.046459, -0.084276, 0.019690, 0.067640, 0.023398, -0.000957, 0.072009, 0.035154, 0.075371, 0.061943, 0.072294, 0.015165, 0.009018, 0.061855, -0.056706, 0.073194, -0.036149, 0.030806, -0.044864, 0.000938, -0.026774, -0.082419,
-0.047313, 0.056453, 0.077972, 0.019137, 0.073483, -0.045031, -0.015652, -0.074706, 0.016624, -0.044304, 0.060351, 0.018451, 0.052151, -0.018468, -0.044717, -0.068551, -0.049992, 0.076511, 0.080405, -0.044428, 0.016976, -0.078628, -0.010486, 0.050944, -0.061491, 0.055800, 0.058676, -0.026153, 0.083163, 0.050260,
-0.019154, 0.021709, 0.078465, 0.033644, -0.000414, -0.062472, -0.000041, -0.000823, 0.026422, 0.078724, 0.053524, 0.083614, -0.027309, 0.000141, -0.043159, 0.057654, 0.041676, 0.085776, -0.033883, -0.048407, 0.020876, -0.081139, -0.013680, 0.028402, -0.028962, 0.044543, -0.025453, 0.014274, -0.046618, -0.005202,
0.035818, 0.038787, 0.085385, -0.043723, -0.007921, -0.027560, 0.007658, -0.011049, -0.079703, -0.080645, 0.070576, -0.073357, 0.070356, -0.043137, -0.007218, 0.034965, -0.009315, 0.083098, 0.059640, 0.030299, 0.014552, 0.031479, -0.065852, 0.084493, 0.011193, -0.002315, 0.039222, 0.000151, -0.069264, 0.068674,
0.072312, -0.036830, -0.035259, 0.013239, -0.045540, 0.039705, 0.040103, 0.008803, 0.042745, -0.040434, -0.070750, 0.029364, 0.044399, -0.028905, -0.007313, -0.044112, 0.037268, 0.056020, 0.067363, 0.058402, -0.031582, 0.069874, -0.073215, -0.036947, 0.001788, -0.060445, 0.017172, -0.083202, 0.005235, -0.025251,
-0.047777, 0.084662, -0.040658, -0.072424, -0.047305, 0.031690, -0.040702, -0.061745, -0.016201, -0.013622, -0.030290, 0.080281, -0.080121, 0.073106, -0.071337, 0.002913, 0.037570, 0.032088, 0.052129, 0.044421, -0.040703, -0.061470, 0.056863, 0.080902, -0.072078, -0.024293, -0.033522, -0.051307, -0.027315, 0.037225,
-0.064827, 0.041656, 0.035738, -0.011902, 0.037102, -0.003775, 0.001466, -0.054183, 0.056042, 0.054655, 0.023464, 0.009408, 0.058601, -0.064570, 0.036164, 0.029287, -0.028048, 0.068490, 0.083705, -0.045266, 0.049084, 0.041240, 0.030530, 0.026316, -0.074089, -0.025605, 0.009707, 0.027123, -0.032220, 0.085227,
0.035965, 0.057618, -0.075273, 0.077891, 0.008555, -0.038189, -0.049655, -0.076473, -0.084156, -0.013055, -0.052021, -0.053712, -0.020853, -0.009868, -0.050211, 0.061051, 0.037033, 0.033455, -0.047087, -0.014805, 0.009848, 0.075320, 0.072740, 0.019698, 0.023019, 0.078438, -0.000138, -0.059080, -0.044716, 0.055809,
0.021970, -0.144083, 0.039736, 0.048697, 0.019272, 0.218952, -0.247974, 0.211226, 0.014328, 0.241944, -0.026406, 0.038441, 0.030271, -0.052805, 0.015371, -0.196706, 0.036934, 0.025010, 0.172866, 0.020190, -0.038349, 0.291858, -0.141575, 0.221129, -0.137270, 0.008534, 0.189363, -0.074726, -0.043395, -0.077638,
-0.002884, -0.246463, 0.067522, 0.116976, -0.297658, -0.014510, -0.278860, 0.282767, -0.115751, 0.478667, -0.029184, -0.064858, 0.290055, 0.097980, 0.231835, -0.151637, -0.083163, -0.062446, 0.237621, -0.133144, -0.048934, 0.327115, -0.499395, 0.235520, -0.121928, -0.041167, 0.183196, -0.011524, -0.039072, -0.128223,
-0.055168, -0.034452, 0.046856, 0.226566, -0.416965, -0.311088, -0.063881, 0.015255, 0.082419, 0.308912, 0.098233, -0.024569, 0.322837, 0.151523, 0.163021, 0.048399, -0.044582, -0.091841, -0.031659, 0.003920, -0.056213, 0.169898, -0.366505, 0.015500, 0.228025, -0.013927, 0.032475, -0.036521, 0.036484, 0.029830,
0.007672, 0.056550, 0.013016, 0.111036, -0.049354, -0.140853, -0.034665, 0.008804, -0.057958, 0.063487, 0.010994, 0.030156, 0.019333, -0.025754, 0.074228, 0.031636, 0.054323, -0.038628, 0.052527, -0.014056, 0.014591, 0.008477, -0.087472, -0.064603, -0.000918, -0.004393, 0.001006, -0.070568, -0.018791, 0.027909,
-0.028219, -0.075533, 0.017161, -0.008305, 0.001412, -0.003314, 0.012559, 0.042229, 0.057515, -0.001609, 0.012570, 0.030528, -0.005988, 0.023675, -0.067695, 0.009936, 0.056755, -0.021369, 0.063274, -0.028042, -0.038646, -0.050541, 0.082941, -0.046786, 0.073649, 0.037097, -0.067867, 0.034591, -0.000038, -0.081981,
0.033714, -0.057104, -0.081426, -0.030171, -0.072120, -0.068736, 0.031397, 0.071556, -0.070119, -0.022670, -0.012734, -0.057914, -0.039479, -0.034606, 0.002073, 0.046995, -0.019236, 0.037217, -0.029657, -0.009387, -0.057464, -0.009810, -0.029895, -0.066977, 0.085525, -0.005518, -0.017763, -0.065558, 0.058007, -0.003925,
-0.019392, -0.014768, -0.029678, -0.001410, -0.068071, 0.023336, 0.075514, 0.052165, 0.053836, -0.000552, 0.034295, 0.042757, 0.015434, 0.030204, -0.009721, -0.038568, 0.026598, 0.047578, 0.049921, 0.029693, 0.083545, 0.016037, 0.074002, 0.079628, -0.053061, -0.060931, 0.057177, 0.041005, 0.000760, -0.073991,
0.043653, -0.047466, 0.001175, -0.017521, -0.006667, 0.016892, 0.030389, -0.072415, 0.000478, 0.013564, 0.085510, 0.027562, -0.050033, -0.001434, 0.011121, 0.029691, 0.023019, 0.027934, 0.082766, 0.072078, 0.071721, -0.018427, -0.077502, -0.033429, -0.026042, 0.068940, -0.047545, -0.002276, -0.015584, 0.026897,
0.067275, 0.009260, 0.020245, -0.020945, 0.053022, -0.055085, 0.035120, 0.084478, -0.085122, -0.070334, 0.033914, -0.045902, -0.053729, -0.009894, 0.001192, -0.005971, 0.013727, 0.075425, 0.057217, -0.058630, 0.001691, -0.072239, 0.069623, 0.025013, -0.027817, 0.040575, -0.002117, 0.060113, -0.026961, -0.032835,
-0.023181, -0.042349, 0.071707, 0.080694, 0.063732, 0.016232, -0.075666, -0.072229, 0.059812, -0.075947, 0.043194, -0.042655, 0.028083, -0.053010, -0.012749, 0.006763, -0.034235, 0.074373, -0.061950, 0.072801, -0.040001, 0.016538, -0.067971, 0.066883, -0.068941, 0.009556, 0.048734, -0.057821, 0.021008, -0.017167,
-0.013790, -0.037891, -0.035158, 0.074294, -0.028655, 0.041797, -0.006861, -0.034373, 0.042826, 0.025624, -0.013910, 0.039326, 0.042200, 0.051991, 0.004890, -0.013625, -0.068390, 0.076059, -0.039931, -0.004699, -0.071408, 0.025442, -0.040227, -0.081736, 0.023454, -0.035440, 0.061107, -0.065711, 0.069984, 0.077764,
0.060366, 0.047477, 0.038896, -0.025159, 0.061900, -0.014356, 0.036395, 0.070116, 0.085002, -0.027124, 0.020574, -0.064871, -0.056579, 0.043907, 0.012827, 0.073964, 0.058639, 0.056169, -0.006164, 0.016860, -0.018950, -0.004334, 0.026438, 0.078705, -0.017716, 0.027010, 0.019243, 0.026472, -0.062572, 0.027487,
-0.058999, 0.053414, 0.082233, -0.049496, 0.039853, -0.022804, 0.070196, -0.069147, -0.071531, 0.006054, -0.034543, -0.077910, 0.044357, 0.058819, -0.041074, 0.033388, -0.019508, 0.072592, 0.082895, -0.084253, 0.070128, -0.010755, 0.022382, 0.075062, 0.003183, 0.076351, 0.081595, -0.012040, 0.024158, 0.015812,
